,url,title,author,text,results,score<br>
37,https://poets.org/poem/i-buy-my-monster-roses,I Buy My Monster Roses,Diannely Antigua,"Though the people on the internet help too.<br>
They send money by pressing a small button<br>
on their screens. It would be disingenuous<br>
to claim all the credit—we can’t heal<br>
or hurt alone. I sniff the tops of the rose heads<br>
like a newborn’s scalp—fresh skin and hair<br>
only a few days picked. I try to arrange the flowers<br>
on my bed, create a romantic scene<br>
like all the 90s rom-coms I still watch. I’m stuck<br>
in the past, I know. I’m stuck in the present,<br>
I know that too. I thought the roses<br>
could be a cure, and maybe in a small way<br>
they were, each petal I plucked so gently<br>
from the stems gave in to me.",NEGATIVE,0.980719268321991<br>
38,https://poets.org/poem/season-hell-delirium-i,From “A Season in Hell [Delirium I]”,Arthur Rimbaud,"“‘I understand you.’ He would shrug his shoulders.<br>
“‘I understand you.’",POSITIVE,0.9936003684997559<br>
40,https://poets.org/poem/wild-swans-0,The Wild Swans,Li Qingzhao,"Before daybreak the breezes whisper<br>
through the trellis at my window;<br>
they interrupt and carry off my dream,<br>
and he of whom I dreamed<br>
vanishes from me.<br>
I climb upstairs<br>
to look from the topmost window,<br>
but with whom? . . .<br>
I remember how I used to stir the fire<br>
with my hairpin of jade<br>
as I am doing now . . .<br>
but the brasier holds nothing but ashes.<br>
I turn to look at the mountain;<br>
there is a thick mist,<br>
a dismal rain,<br>
and I gaze down at the wind-dappled river,<br>
the river that flows past me forever<br>
without bearing away my sorrow.<br>
I have kept the rain of my tears<br>
on the crape of my tunic;<br>
with a gesture I fling these bitter drops<br>
to the wild swans on the river,<br>
that they may be my messengers.<br>
Le vent souffle, avant l’aube, au dehors, sur les treillis de ma fenêtre.<br>
Il interrompt et emporte mon rêve, il efface tout vestige de lui.<br>
Pour voir aux alentours, je monte à l’étage supérieur . . . avec qui? . . .<br>
Autrefois, je me souviens, du bout de l’épingle en jade de ma coiffure, je remuais le feu,<br>
Comme je le fais à présent . . . mais le brasero est éteint.<br>
<br>
Je tourne la tête vers la montagne: la pluie, un épais brouillard.<br>
Je regarde vers le fleuve, tout bossué de vagues; le fleuve qui coule toujours, devant moi, sans emporter ma peine.<br>
Sur le crêpe de ma tunique, j’ai gardé la pluie de mes larmes;<br>
D’une chiquenaude, je chasse ces gouttes amères vers les cygnes du fleuve, pour qu’ils soient mes messagers.<br>
帘外五更风，<br>
吹梦无踪。<br>
画楼重上与谁同？<br>
记得玉钗斜拨火，<br>
宝篆成空。<br>
回首紫金峰，<br>
雨润烟浓。<br>
一江春浪醉醒中。<br>
留得罗襟前日泪，<br>
弹与征鸿。",NEGATIVE,0.9622761011123657<br>
41,https://poets.org/poem/comrade,To a Comrade,Claude McKay,"Little comrade, never min’<br>
Though another is unkin’;<br>
“ Of de pain o’ dis ya wul’<br>
We must suck we bellyful.”<br>
Little comrade, moan not so,<br>
Oh, you fill my heart with woe!<br>
Sad I listen to your cries,<br>
Can’t you ope your burnin’ eyes?<br>
Little comrade, though ’tis hot,<br>
Say you will revenge him not:<br>
Talk not thus, you mek me grieve,<br>
Promise me you will forgive.<br>
Little comrade, never min’<br>
Though a brother is unkin’;<br>
Treat him kindest as you can,<br>
Show yourself the better man.",NEGATIVE,0.5838634967803955<br>
42,https://poets.org/poem/my-moms-been-asking-happy-poem-all-my-life,My Mom’s Been Asking for a Happy Poem All My Life,Jennifer Givhan,"So I fight all my destructive urges to give her one. A tiny globe<br>
filled with first snow I’m determined not to shatter across blacktop.<br>
Once, in the parking lot of Home Depot, we got into the blue van<br>
& everything felt off, uncanny, a fast-food wrapper from a place<br>
we hadn’t eaten, the dashboard dustier than it should’ve been.<br>
It took us a full thirty seconds, Mom in the driver’s<br>
seat though she hadn’t driven in years, me in the passenger, her ride-<br>
or-die since I was a little girl & one of her only friends in our strange &<br>
tiny border town, before we realized This isn’t our van! & we scrambled<br>
out, laughing our heads off & terrified the owner<br>
had called the cops on the women who look like twins<br>
carjacking them. We laugh about it every time we’re in a parking lot.<br>
That wasn’t our only Lucy & Ethel moment. There was the time<br>
we ordered what we thought was a roll from the drive-<br>
thru at Panera Bread, thinking we’d share it to split the calories<br>
but when the server handed it to us, the long, thin bread kept<br>
coming through the window. Mom & I thought<br>
baguette meant roll, it sounded petit. & although this poem’s<br>
only point is to make Mom happy it’s also to heal<br>
something in myself I hadn’t known needed a balm until the words<br>
hit the page, the way moms know, the way mine sent me flowers<br>
when the love of my young life got another girl pregnant & left me<br>
heartbroken & without a prom date, or when Mom gave me a gold<br>
nutcracker pin after the ballet recital when all the other girls got<br>
flowers & I shoved the beautiful pin back at her because it wasn’t flowers.<br>
And she said flowers wilt. I wanted to get you something<br>
that would last forever. Like her love. A poem can be sentimental<br>
because poems are filled with life, but sometimes we need to look<br>
our moms in the eyes & apologize. Or say thank you.<br>
Our moms remind us what it felt like when we were safe<br>
in their arms, even if our moms weren’t safe, even<br>
if they were only holding it together for us, to give us a happiness<br>
they’d created from thin air. Motherhood is made of that<br>
magic. I’m crying now. Mom, I promise, they’re happy tears.",NEGATIVE,0.7718761563301086<br>
45,https://poets.org/poem/luzumiyat-abul-ala-xxxvi,"The Luzumiyat of Abu’l-Ala, XXXVI",Al-Ma‘arri,"And round the Well how oft my Soul doth grope<br>
Athirst; but lo! my Bucket hath no Rope:<br>
I cry for water, and the deep, dark Well<br>
Echoes my wailing cry, but not my hope.",NEGATIVE,0.9891651272773743<br>
46,https://poets.org/poem/when-you-told-us-our-glances-soft-timid-and-mild,"[When you told us our glances, soft, timid, and mild,]",Wallada bint al-Mustakfi,"Could occasion such wounds in the heart,<br>
Can ye wonder that yours, so ungovern’d and wild,<br>
Some wounds to our cheeks should impart?<br>
The wounds on our cheeks, are but transient, I own,<br>
With a blush they appear and decay;<br>
But those on the heart, fickle youths, ye have shewn<br>
To be even more transient than they.",NEGATIVE,0.9890297055244446<br>
47,https://poets.org/poem/when-night-draws-remembering-keeps-me-wakeful,"[When night draws on, remembering keeps me wakeful]",al-Khansāʾ,"When night draws on, remembering keeps me wakeful<br>
And hinders my rest with grief upon grief returning<br>
For Ṣakhr. What a man was he on the day of battle,<br>
When, snatching their chance, they swiftly exchange the spear-thrusts!<br>
Ah, never of woe like this in the world of spirits<br>
I heard, or of loss like mine in the heart of woman.<br>
What Fortune might send, none stronger than he to bear it;<br>
None better to meet the trouble with mind unshaken;<br>
The kindest to help, wherever the need was sorest:<br>
They all had of him a boon—wife, friend, and suitor.<br>
O Ṣakhr! I will ne’er forget thee until in dying<br>
part from my soul, and earth for my tomb is cloven.<br>
The rise of the sun recalls to me Ṣakhr my brother,<br>
And him I remember also at every sunset.",NEGATIVE,0.9863654375076294<br>
48,https://poets.org/poem/rain-fugue,Rain Fugue,Jessie Redmon Fauset,"How you wash my heart of pain!<br>
How you make me think of trees,<br>
Ships and gulls and flashing seas!<br>
In your furious, tearing wind,<br>
Swells a chant that heals my mind;<br>
And your passion high and proud,<br>
Makes me shout and laugh aloud!<br>
“Dropping veils of thinnest lawn,”<br>
Soaking sod between dank grasses,<br>
Sweeping golden leaves in masses,—<br>
Blotting, blurring out the Past,<br>
In a dream you hold me fast;<br>
Calling, coaxing to forget<br>
Things that are, for things not yet.<br>
Hurtling down with might and main,<br>
You but make me hug my hearth,<br>
Laughing, sheltered from your wrath.<br>
Now I woo my dancing fire,<br>
Piling, piling drift-wood higher.<br>
Books and friends and pictures old,<br>
Hearten while you pound and scold!<br>
Set me to remembering<br>
Far-off times and lovers too,<br>
Gentle joys and heart-break rue,—<br>
Memories I’d as lief forget,<br>
Were not oblivion sadder yet.<br>
Ah! you twist my mind with pain,<br>
Wistful, whispering April rain!<br>
How you ease my heart of pain!<br>
Whispering, wistful showers of Spring,<br>
How I love the hurt you bring!",POSITIVE,0.9990315437316895<br>
50,https://poets.org/poem/negro-woman,Negro Woman,Lewis Grandison Alexander,"Like the hair of a Negro woman.<br>
The scars of the moon are curved<br>
Like the wrinkles on the brow of a Negro woman.<br>
Like the glaze in a Negro woman’s eyes,<br>
Drinking the tears set flowing by an aging hurt<br>
Gnawing at her heart.<br>
Like the quiver of a Negro woman’s eye-lids cupping tears.",POSITIVE,0.5207556486129761<br>
51,https://poets.org/poem/homesick-blues,Homesick Blues,Langston Hughes,"A sad song in de air.<br>
De railroad bridge’s<br>
A sad song in de air.<br>
Every time de trains pass<br>
I wants to go somewhere. I went down to de station.<br>
Ma heart was in ma mouth.<br>
Went down to da station.<br>
Heart was in ma mouth.<br>
Lookin’ for a box car<br>
To roll me to de South.<br>
Homesick blues, Lawd,<br>
’S a terrible thing to have.<br>
Homesick blues is<br>
A terrible thing to have.<br>
To keep from cryin’<br>
I opens my mouth an’ laughs.",POSITIVE,0.9815078377723694<br>
52,https://poets.org/poem/her-aint-even-de-funeral,her aint even at de funeral,avery r. young,"dress all distress(d)    hair dyin          fo(r) a com(b)<br>
tussy done los(t) its hold on her         her stank<br>
bruh try to lif(t) her off flo(or)  but cant<br>
ma’dear say    leave her on de flo{or) we late<br>
dress steam(d)-press(d)         miss-my-man bake(d) on her face<br>
& den her yell  joe we leavin   den stan(d) still<br>
her forgot dat quic(k)              her man’s deff real-real<br>
now ma’dear join sis’belle screamin on flo(or)<br>
dey cabaret to prove who luv(d) joe mo(re)",NEGATIVE,0.998389482498169<br>
54,https://poets.org/poem/workworn,Workworn,Emily Pauline Johnson,"Across the street, an humble woman lives;<br>
To her ’tis little fortune ever gives;<br>
Denied the wines of life, it puzzles me<br>
To know how she can laugh so cheerily.<br>
This morn I listened to her softly sing,<br>
And, marvelling what this effect could bring<br>
I looked: ’twas but the presence of a child<br>
Who passed her gate, and looking in, had smiled.<br>
But self-encrusted, I had failed to see<br>
The child had also looked and laughed to me.<br>
My lowly neighbour thought the smile God-sent,<br>
And singing, through the toilsome hours she went.<br>
O! weary singer, I have learned the wrong<br>
Of taking gifts, and giving naught of song;<br>
I thought my blessings scant, my mercies few,<br>
Till I contrasted them with yours, and you;<br>
To-day I counted much, yet wished it more<br>
While but a child’s bright smile was all your store,<br>
That fill some lives that tread less favoured ways,<br>
How little sunshine through their shadows gleamed,<br>
My own dull life had much the brighter seemed;<br>
If I had thought of all the eyes that weep<br>
Through desolation, and still smiling keep,<br>
That see so little pleasure, so much woe,<br>
My own had laughed more often long ago;<br>
If I had thought how leaden was the weight<br>
Adversity lays at my kinsman’s gate,<br>
Of that great cross my next door neighbour bears,<br>
My thanks had been more frequent in my prayers;<br>
If I had watched the woman o’er the way,<br>
Workworn and old, who labours day by day,<br>
Who has no rest, no joy to call her own,<br>
My tasks, my heart, had much the lighter grown.",NEGATIVE,0.8879187703132629<br>
